,Timestamp,Action,Successful Cast,Damage Done,Total Damage Done,Rage,DPS
0,0.0,Slam,True,2982.4696553740355,2982.4696553740355,30.972978618249797,inf
1,1.005839079,Slam,False,5335.92243268924,8318.392088063276,87.71528861733353,8270.102307352561
2,1.005839079,Slam,False,0.0,8318.392088063276,87.71528861733353,8270.102307352561
3,1.5,Slam,True,9004.641953048835,17323.03404111211,72.71528861733353,11548.689360741408
4,3.01,Whirlwind,True,28117.38840897557,45440.42245008768,32.71528861733353,15096.485863816506
5,3.428249648,Slam,False,4900.214919290949,50340.63736937863,79.55313540167295,14684.064037969569
6,3.428249648,Slam,False,0.0,50340.63736937863,79.55313540167295,14684.064037969569
7,3.428249648,Slam,False,0.0,50340.63736937863,79.55313540167295,14684.064037969569
8,3.428249648,Bloodlust,True,0.0,50340.63736937863,79.55313540167295,14684.064037969569
9,4.186587401,Slam,False,0.0,50340.63736937863,79.55313540167295,12024.265242224339
10,4.186587401,Slam,False,0.0,50340.63736937863,79.55313540167295,12024.265242224339
11,4.4282496479999995,Slam,False,1957.888391246648,52298.52576062528,79.55313540167295,11810.202657441792
12,4.51,Slam,True,0.0,52298.52576062528,79.55313540167295,11596.125445814918
13,6.02,Slam,True,11989.602213681079,64288.12797430636,64.55313540167295,10679.091025632286
14,7.53,Slam,True,11932.090144031994,76220.21811833835,49.55313540167295,10122.206921426075
15,9.04,Slam,True,12337.21410125235,88557.4322195907,34.55313540167295,9796.176130485697
16,10.896133992,Slam,True,11129.709889419042,99687.14210900974,65.54114265199905,9148.85428007774
17,12.406133992,HeroicStrike,True,10199.330554417698,109886.47266342744,50.54114265199905,8857.430746297507
18,12.406133992,Slam,True,0.0,109886.47266342744,50.54114265199905,8857.430746297507
19,13.916133992,Slam,True,10340.446979993721,120226.91964342116,35.54114265199905,8639.390775666308
20,15.916133992,Slam,True,7454.55618823634,127681.4758316575,20.541142651999053,8022.141299880651
21,17.841037159,Whirlwind,False,5267.999623781478,132949.47545543898,5.541142651999053,7451.89162886598
22,17.916133992,Whirlwind,False,2054.0693389076623,135003.54479434664,5.541142651999053,7535.305599669498
23,18.65244229,Whirlwind,False,1338.7598487839277,136342.30464313057,19.766257218378378,7309.622114002025
24,18.916133992,Whirlwind,False,2054.0693389076914,138396.37398203826,19.766257218378378,7316.313895882149
25,19.528439343,Whirlwind,True,15242.073265602317,153638.44724764058,55.46963975361567,7867.420665272595
26,20.538439343,Slam,False,2002.571043870761,155641.01829151134,69.29688669305204,7578.035297241686
27,21.028439343,Slam,True,0.0,155641.01829151134,69.29688669305204,7401.4536101711
28,22.538439343,Slam,True,7986.679708445881,163627.69799995722,54.296886693052045,7259.93914262643
29,24.048439343,Slam,True,8200.201790228806,171827.89979018603,39.296886693052045,7145.074877393305
30,25.048439343,Bloodthirst,False,1073.030682820623,172900.93047300665,72.59597415847968,6902.662800879261
31,25.548439343,Slam,True,7548.954872152914,180449.88534515956,57.59597415847968,7063.049250192299
32,27.058439343,Slam,True,8709.138319819584,189159.02366497915,42.59597415847968,6990.758826373867
33,28.568439343,Whirlwind,True,20420.45651789423,209579.48018287338,2.5959741584796774,7336.049325852507
34,28.725841527,Bloodthirst,False,5750.36248569173,215329.8426685651,62.76680875222339,7496.032534544627
35,28.725841527,Slam,False,0.0,215329.8426685651,62.76680875222339,7496.032534544627
36,29.527246658,DeathWish,True,1257.12137359209,216586.9640421572,66.31655539014604,7335.156120405692
37,29.527246658,Slam,False,0.0,216586.9640421572,66.31655539014604,7335.156120405692
38,29.527246658,Slam,False,0.0,216586.9640421572,66.31655539014604,7335.156120405692
39,29.725841527,Slam,False,2294.2548490649788,218881.21889122218,66.31655539014604,7363.331285084469
40,30.0,Slam,False,0.0,218881.21889122218,100.0,7296.040629707406
41,30.0,Slam,False,0.0,218881.21889122218,100.0,7296.040629707406
42,30.403243711000002,Slam,False,6768.806830284797,225650.02572150697,100.0,7421.906289553768
43,30.413243711,Slam,False,0.0,225650.02572150697,100.0,7419.46593614718
44,30.413243711,Slam,False,0.0,225650.02572150697,100.0,7419.46593614718
45,31.027246658,Slam,True,0.0,225650.02572150697,100.0,7272.640985800325
46,32.537246658,Slam,True,13600.05896513525,239250.08468664222,85.0,7353.1140234884415
47,34.047246658,Slam,True,10770.374018217146,250020.45870485937,70.0,7343.338544120209
48,35.714648842,Slam,True,9883.278916245268,259903.73762110464,95.20694009458576,7277.230661595108
49,37.224648842,Slam,True,10256.36589799443,270160.10351909907,80.20694009458576,7257.559491448622
50,38.734648842,Slam,True,10512.4984513151,280672.60197041417,65.20694009458576,7246.034502992079
51,40.244648842,Slam,True,10941.642633489042,291614.2446039032,50.20694009458576,7246.0377465033225
52,42.244648842,Whirlwind,True,22381.207444667583,313995.4520485708,10.206940094585761,7432.786415693762
53,43.412051026,Whirlwind,False,6163.710843431996,320159.1628920028,51.42321772345988,7374.891425891295
54,43.744648842,Slam,True,9228.192716188321,329387.3556081911,36.42321772345988,7529.774825668291
55,45.754648842,Whirlwind,False,4679.671461076534,334067.02706926764,36.42321772345988,7301.269609190275
56,45.93806785,Whirlwind,False,7073.705459147866,341140.7325284155,100.0,7426.10102023295
57,45.94806785,Slam,True,0.0,341140.7325284155,100.0,7424.484825827459
58,47.00289452,Bloodthirst,False,6087.530007441412,347228.2625358569,100.0,7387.380417350879
59,47.44806785,Bloodthirst,True,26428.998625713866,373657.2611615708,65.0,7875.07854572356
60,48.141690689,Bloodthirst,False,9270.328565594391,382927.5897271652,100.0,7954.17826517383
61,48.141690689,Slam,False,0.0,382927.5897271652,100.0,7954.17826517383
62,48.94806785,Slam,True,0.0,382927.5897271652,100.0,7823.140045090976
63,50.141690689,Bloodthirst,False,5922.166412185878,388849.75613935106,100.0,7755.0188435240825
64,50.44806785,Whirlwind,True,26796.372450932337,415646.1285902834,60.0,8239.089152554796
65,50.686517359,Slam,False,2242.5324777382193,417888.6610680216,81.70172466692755,8244.572380229245
