,Timestamp,Action,Successful Cast,Damage Done,Total Damage Done,Rage,DPS
0,0.0,DeathWish,True,3161.8922158933206,3161.8922158933206,22.4572817330685,inf
1,0.0,Bloodlust,True,0.0,3161.8922158933206,22.4572817330685,inf
2,0.0,Recklessness,True,0.0,3161.8922158933206,22.4572817330685,inf
3,0.01,ShatteringThrow,True,0.0,3161.8922158933206,22.4572817330685,316189.22158933204
4,0.514276467,EngiGlove,True,6702.661711115847,9864.553927009167,90.5061708058336,19181.42197824729
5,0.524276467,HeroicStrike,True,0.0,9864.553927009167,90.5061708058336,18815.55734030146
6,0.524276467,HeroicStrike,False,0.0,9864.553927009167,90.5061708058336,18815.55734030146
7,0.524276467,Bloodrage,True,0.0,9864.553927009167,100.0,18815.55734030146
8,1.39997127,Whirlwind,False,4002.9422967870014,13867.496223796168,100.0,9905.557721763938
9,1.40997127,Bloodthirst,False,0.0,13867.496223796168,100.0,9835.304107860416
10,1.40997127,Slam,False,0.0,13867.496223796168,100.0,9835.304107860416
11,1.40997127,Bloodthirst,False,0.0,13867.496223796168,100.0,9835.304107860416
12,1.5,Whirlwind,True,16389.69432570158,30257.19054949775,75.0,20171.460366331834
13,1.873800363,Bloodthirst,False,8867.5226169204,39124.71316641815,74.0,20879.87276498257
14,1.883800363,HeroicStrike,True,0.0,39124.71316641815,74.0,20769.03366984761
15,1.883800363,Bloodrage,False,0.0,39124.71316641815,74.0,20769.03366984761
16,1.883800363,HeroicStrike,False,0.0,39124.71316641815,74.0,20769.03366984761
17,2.524276467,Whirlwind,False,0.0,39124.71316641815,75.0,15499.377218738755
18,2.759495167,Bloodrage,False,2213.646014782127,41338.35918120028,96.46275657496798,14980.406443741484
19,2.8838003629999998,Bloodthirst,False,1954.2180762695862,43292.577257469864,96.46275657496798,15012.335046810544
20,3.0,Bloodthirst,True,13284.030344362247,56576.60760183211,76.46275657496798,18858.869200610705
21,3.524276467,HeroicStrike,True,5381.849478263437,61958.45708009555,65.46275657496798,17580.475782831243
22,4.01,Execute,False,2106.9022492373624,64065.35932933291,65.46275657496798,15976.398835245116
23,4.119019064,,True,5905.996497210617,69971.35582654353,100.0,16987.38334039027
24,4.129019064,Bloodthirst,False,0.0,69971.35582654353,100.0,16946.24188989783
25,4.5,Bloodthirst,False,0.0,69971.35582654353,100.0,15549.190183676339
26,4.524276467,Whirlwind,False,0.0,69971.35582654353,100.0,15465.755980412221
27,4.592848157,Bloodthirst,False,12634.015447680053,82605.37127422358,98.0,17985.652573408945
28,4.602848157,Bloodthirst,False,0.0,82605.37127422358,98.0,17946.577522571006
29,4.602848157,Bloodthirst,False,0.0,82605.37127422358,98.0,17946.577522571006
30,4.602848157,Bloodrage,False,0.0,82605.37127422358,98.0,17946.577522571006
31,5.478542961,Bloodthirst,False,6204.308760782151,88809.68003500573,100.0,16210.456076955776
32,5.488542961,Bloodrage,False,0.0,88809.68003500573,100.0,16180.920995984116
33,5.524276467,Bloodthirst,False,0.0,88809.68003500573,100.0,16076.255517898528
34,5.524276467,Bloodthirst,False,0.0,88809.68003500573,100.0,16076.255517898528
35,5.952372054,Bloodthirst,False,9531.600699370523,98341.28073437625,100.0,16521.35986161867
36,5.962372054,Bloodthirst,False,0.0,98341.28073437625,100.0,16493.650487376355
37,5.962372054,Bloodthirst,False,0.0,98341.28073437625,100.0,16493.650487376355
38,6.524276467,Bloodthirst,False,0.0,98341.28073437625,100.0,15073.13205254094
39,6.838066858,Bloodthirst,False,6097.587116144801,104438.86785052106,100.0,15273.156875957684
40,6.848066858,Bloodthirst,False,0.0,104438.86785052106,100.0,15250.854002471402
