,Timestamp,Action,Successful Cast,Damage Done,Total Damage Done,Rage,DPS
0,0.0,Slam,True,3161.8922158933206,3161.8922158933206,32.4572817330685,inf
1,0.678559408,Slam,False,5141.903069368922,8303.795285262242,87.59453412692125,12237.388778879389
2,0.678559408,Slam,False,0.0,8303.795285262242,87.59453412692125,12237.388778879389
3,1.5,Slam,True,6405.582570594443,14709.377855856685,72.59453412692125,9806.251903904456
4,3.4182496479999998,Slam,True,6798.526750967725,21507.90460682441,75.03702468304505,6292.081275985379
5,5.51,Slam,True,7088.525214009602,28596.42982083401,60.03702468304505,5189.914668027952
6,7.02,DeathWish,True,10782.309214237466,39378.73903507148,35.03702468304505,5609.506985052917
7,7.086809056,ShatteringThrow,True,9183.766155511468,48562.505190582946,100.0,6852.520620612435
8,7.096809056,Bloodlust,True,0.0,48562.505190582946,100.0,6842.864843534963
9,7.096809056,Slam,False,0.0,48562.505190582946,100.0,6842.864843534963
10,7.096809056,Slam,False,0.0,48562.505190582946,100.0,6842.864843534963
11,8.050416932,Slam,False,0.0,48562.505190582946,100.0,6032.296910927613
12,8.096809056,Slam,False,1033.7470839066955,49596.25227448964,100.0,6125.407173550326
13,8.096809056,Slam,False,0.0,49596.25227448964,100.0,6125.407173550326
14,8.52,Slam,True,0.0,49596.25227448964,100.0,5821.156370245263
15,10.0646934,Slam,True,6395.650530341962,55991.9028048316,85.0,5563.200047885374
16,11.5746934,Slam,True,12271.799282302258,68263.70208713386,70.0,5897.668277514276
17,13.0846934,Whirlwind,True,22755.594161679226,91019.29624881309,30.0,6956.165763029119
18,14.035993584,Slam,False,5083.33630477688,96102.63255358997,78.35274904679741,6846.870652829301
19,14.035993584,Slam,False,0.0,96102.63255358997,78.35274904679741,6846.870652829301
20,14.5846934,Slam,True,0.0,96102.63255358997,78.35274904679741,6589.280276100282
21,16.0946934,Slam,True,12479.900425146712,108582.53297873668,63.35274904679741,6746.480363443064
22,17.6046934,Slam,True,10007.635860492766,118590.16883922945,48.35274904679741,6736.281407731273
23,19.114096705,Whirlwind,False,16825.803650448855,135415.9724896783,98.28298552991743,7084.612711740399
24,19.114096705,Slam,True,0.0,135415.9724896783,98.28298552991743,7084.612711740399
25,20.624096705,Slam,True,10440.906516252435,145856.87900593074,83.28298552991743,7072.158412182481
26,22.624096705,Slam,True,7468.833242967725,153325.71224889846,68.28298552991743,6777.097633914063
27,24.134096705,Slam,True,10782.885228320665,164108.59747721913,53.282985529917426,6799.864916560967
28,25.134096705,Slam,False,1393.7294835419743,165502.3269607611,87.15478856868474,6584.773222736794
29,25.634096705,Whirlwind,True,18142.58891450189,183644.915875263,47.15478856868474,7164.087659833262
30,26.644096705,Slam,False,3009.387488900509,186654.3033641635,62.036504430004065,7005.465617047403
31,26.801498889,Slam,False,2320.1871519013657,188974.49051606486,87.53064036565414,7050.892612339106
32,27.134096705,Slam,True,3613.6896765235288,192588.1801925884,72.53064036565414,7097.644793058475
33,28.644096705,Slam,True,3182.515351168404,195770.6955437568,72.53064036565414,6834.591349134213
34,29.410797952,Slam,False,3986.972058215848,199757.66760197264,100.0,6791.983948480007
35,29.410797952,Slam,False,0.0,199757.66760197264,100.0,6791.983948480007
36,29.988901073,Slam,False,0.0,199757.66760197264,100.0,6661.05327153255
37,30.0,Slam,False,0.0,199757.66760197264,100.0,6658.588920065755
38,30.144096705,Slam,True,8133.147802354972,207890.81540432762,85.0,6896.568088896981
39,32.154096705,Slam,True,6774.185205966234,214665.00061029385,70.0,6676.132207343681
40,33.664096705,Slam,True,10076.115924667334,224741.11653496118,55.0,6675.9883238328875
41,35.588200136,Whirlwind,True,21324.16415531136,246065.28069027254,30.42030802347964,6914.237858333274
42,36.186303257,Slam,False,7121.863998489338,253187.14468876188,100.0,6996.767337370515
43,36.186303257,Slam,False,0.0,253187.14468876188,100.0,6996.767337370515
44,37.088200136,Slam,True,0.0,253187.14468876188,100.0,6826.622585090169
45,38.598200136,Slam,True,10897.751550576853,264084.89623933873,85.0,6841.89665085006
46,40.27560232,Slam,True,8419.35256155656,272504.2488008953,100.0,6765.988169109902
47,41.78560232,Slam,True,8666.872377914027,281171.1211788093,85.0,6728.899562714483
48,43.78560232,Slam,True,6687.539586549625,287858.66076535895,70.0,6574.27660036718
49,45.363705441,Slam,True,5071.343012987403,292930.00377834635,55.0,6457.36499985282
50,46.873705441,Whirlwind,True,21082.72243253741,314012.72621088376,15.0,6699.123170582962
51,47.996794222,Slam,False,5409.864294727566,319422.5905056113,57.61855686949339,6655.081775424066
52,48.373705441,Slam,True,0.0,319422.5905056113,57.61855686949339,6603.227674902882
53,49.996794222,Slam,True,6886.019082637678,326308.609588249,42.61855686949339,6526.590647779253
54,50.0,Slam,False,0.0,326308.609588249,75.82572874933228,6526.17219176498
55,50.996794222,Slam,False,1106.0035540342215,327414.6131422832,75.82572874933228,6420.297944944874
56,51.496794222,Slam,True,9966.244876605051,337380.8580188883,60.825728749332285,6551.492439790659
57,53.25132828,Slam,True,12787.91087005462,350168.7688889429,100.0,6575.775294237278
58,54.76132828,Slam,True,11377.6233084852,361546.3921974281,85.0,6602.221011674629
59,56.76132828,Slam,True,7232.508165869105,368778.9003632972,70.0,6497.00969900025
60,58.27132828,Slam,True,8931.694699161395,377710.5950624586,55.0,6481.9286982359245
61,60.0,Whirlwind,True,15225.852929851506,392936.4479923101,75.0,6548.940799871835
62,61.01,Slam,False,2721.490912876732,395657.93890518683,89.7263451940955,6485.132583268101
63,61.444951119,Slam,False,2252.2332574781612,397910.172162665,100.0,6475.8806853314145
